# 	workers 	avg(ms)                 90th    99th
1	1	        1208.6764355918367	1231.028223	1288.699903
2       2               1223.5948256438355	1237.319679	1614.807039
3       3               1256.1702997630664	1314.914303	1462.763519
4       4               1301.8950490838708	1364.197375	1976.565759
5       5               1422.7806115054773	1483.735039	2669.674495
6       6               1570.4569240591134	2678.063103	2856.321023
7       7               1746.8547088752555	2776.629247	3474.980863
8       8               1928.0647624007555	2900.361215	4198.498303
9       9               2119.508908888208	3015.704575	5674.893311
10      10              2315.321924755283	3154.116607	5842.665471
