# 	workers 	avg(ms)                 90th            99th
1	1	        0.8904910930039197	0.907775	1.379327
2       2               0.8995807610811459	0.919551	1.376255
3       3               0.9213953305396916	0.941055	1.477631
4       4               0.9474788240155166	0.985599	1.577983
5       5               1.0346441405646178	1.353727	1.923071
6       6               1.1439171844348848	1.874943	2.063359
7       7               1.268979714885019	1.887231	2.590719
8       8               1.4010076520710426	1.900543	3.473407
9       9               1.5356469884362525	1.911807	10.682367
10      10              1.6704311651340356	1.915903	11.100159        
