# 	workers 	avg(ms)                 90th    99th
1	1	        1225.9382613333332	1270.874111	1330.642943
2       2               1226.4963647123286	1245.708287	1323.302911
3       3               1258.8045272752613	1283.457023	1577.058303
4       4               1310.5633944935064	1398.800383	2227.175423
5       5               1428.9539620283465	1506.803711	2850.029567
6       6               1567.8916577733992	2678.063103	2938.109951
7       7               1731.7291189928935	2747.269119	3485.466623
8       8               1900.618123475862	2787.115007	4018.143231
9       9               2076.361676453794	2837.446655	4731.174911
10      10              2252.5051970086492	3999.268863	5112.856575
